sent_index,title,para_idx,source_sentence
95,Black_Death,1,"S'étendant dans toute la Méditerranée et en Europe, on estime que la peste noire a tué 30 à 60% de la population totale de l'Europe."
96,Black_Death,1,"Au total, la peste a réduit la population mondiale d'environ 450 millions à 350 - 375 millions au 14ème siècle."
97,Black_Death,1,La population mondiale dans son ensemble n'a pas retrouvé ses niveaux d'avant la peste jusqu'au 17ème siècle.
98,Black_Death,1,La peste a réapparu de temps en temps en Europe jusqu'au 19ème siècle.
99,Geology,1,"Il y  a trois types de roches:ignees, sedimantires, matamorphiques."
100,Geology,1,Le cycle de la roche est un concept important en geologie gui illustre les relations entre ces trois  types de roches et le magma
101,Geology,1,"Quand une roche cristallise de la fonte (magma ou lave), c'est une roche ignée."
102,Geology,1,"Cette roche peut être altérée et érodée, puis redéposée et lithifiée en une roche sédimentaire, ou être transformée en une roche métamorphique en raison de la chaleur et de la pression qui modifie la teneur en minéraux de la roche qui lui donne un tissu caractéristique."
103,Geology,1,"La roche sédimentaire peut ensuite être transformée en une roche métamorphique en raison de la chaleur et de la pression et est ensuite altérée, érodée, déposée et lithifiée, devenant finalement une roche sédimentaire."
104,Geology,1,"Les roches sédimentaires peuvent aussi être  ré-éroder et re-déposer, et les roches métamorphique peuvent aussi subir des métamorphoses supplémentaires."
105,Geology,1,"Les trois types de roches peuvent être re-gelés, quand cela arrive, un nouveau magma se forme, duquel une roche ignée peut à nouveau se cristalliser."
106,Newcastle_upon_Tyne,1,"Newcatsle sur Tyne, générallement connue comme Newcastle, est une ville de Tyne and Wear, Nord-Est de l'Angleterre."
107,Newcastle_upon_Tyne,1,"Elle est à 166 km (103 mi) au sud de Edimbourg et 446 km (277 mi) au nord de Londres sur la rive nord de la rivière Tyne, à 8,5 miles (13,7 km) de la mer du Nord."
108,Newcastle_upon_Tyne,1,Newcastle est la ville la plus peuplée dans le Nord-Est et les rives de la Tyne la huitiéme conurbation la plus peuplée du Royaume-Uni.
109,Newcastle_upon_Tyne,1,Newcastle est membre de groupe anglais des Core Cities et est membre du réseau européen des villes européennes.
110,Newcastle_upon_Tyne,1,"Newcastle a fait partie du comté de Northumberland jusqu'à 1400, quand c'est devenu un comté lui-même, un statut il a retenu jusqu'à la formation de la partie de Tyne et les Vêtements en 1974."
111,Newcastle_upon_Tyne,1,Le surnom régional et le dialecte pour les gens de Newcastle et la région environnante sont Geordie.
112,Victoria_and_Albert_Museum,1,"Le Musée d'Albert et de Victoria (souvent raccourci comme le V*A), Londres, est le plus grand musée du monde d'arts décoratifs et de design, l'habitation une collection permanente de plus de 4,5 millions d'objets."
113,Victoria_and_Albert_Museum,1,Il a été fondé en 1852 et appelé comme la Reine Victoria et le Prince Albert.
114,Victoria_and_Albert_Museum,1,"Le V*A est trouvé dans le district Brompton de la Municipalité Royale de Kensington et de Chelsea, dans une région qui est devenue connue comme 'Albertopolis' à cause de son association avec le Prince Albert, Albert Memorial et les institutions culturelles importantes auxquelles il a été associé."
115,Victoria_and_Albert_Museum,1,"Ceux-ci incluent le Musée d'Histoire naturelle, le Musée de Science et Albert Hall Royal."
116,Victoria_and_Albert_Museum,1,"Le musée est un corps public non-départemental sponsorisé par le Département pour la Culture, les Mass-média et le Sport."
117,Victoria_and_Albert_Museum,1,"Comme d'autres musées britanniques nationaux, l'entrée au musée a été libre depuis 2001."
118,American_Broadcasting_Company,1,"L'Organisme de radiodiffusion américain, a stylisé dans son logo comme abc depuis 1957, est une chaîne de télévision d'émission commerciale américaine qui est possédée par le Groupe de Télévision d'alphabet de Disney-ABC, une filiale de division de Réseaux de Mass-média de Disney de la Compagnie de Walt Disney."
119,American_Broadcasting_Company,1,Le réseau fait partie des Trois Grandes chaînes de télévision.
120,American_Broadcasting_Company,1,Le réseau est basé à Colombus Avenue et West 66th Street à Manhattan.
121,Genghis_Khan,1,Il est venu au pouvoir en unissant de nombreuses tribus nomadiques du nord est de l'Asie.
122,Genghis_Khan,1,"Après avoir fondé l'empire mongol et s'être proclamé Genghis Khan, il a commencé les invasions mongoles qui ont abouti sur la conquête de la majeure partie de l'Eurasie."
123,Genghis_Khan,1,"Ceci comprennent des raids ou invasions de Qara Khitai, du Caucase, de l'empire Khwarezmid, des dynasties occidentales Via et Jin."
124,Genghis_Khan,1,Ces campagnes sont souvent accompagnées de massacres des populations civiles - particulièrement dans terres contrôlées du Khwarezmian et Xia.
125,Genghis_Khan,1,"Vers la fin de son existence, l'Empire mongol occupait une portion considérable de l'Asie Centrale et de la Chine."
126,Pharmacy,1,Le mot pharmacie est dérivé de sa racine pharma qui est un terme utilisé depuis le 15e–17e siècle.
127,Pharmacy,1,"Cependant, la racine grecque originelle de pharmakos signifie sorcellerie voire même poison."
128,Pharmacy,1,"Outre les responsabilités pharmaceutiques, la pharma offrait des conseils médicaux généraux et une gamme de services qui sont désormais uniquement proposés par d'autres spécialistes de la santé, tels que la chirurgie et la maïeutique."
129,Pharmacy,1,"La pharma (ce qui était le nom utilisé) opérait souvent à travers des magasins qui vendaient, outre les ingrédients pour les médicaments, tabac et médicaments brevetés."
130,Pharmacy,1,"Souvent on a appelé l'endroit qui l'a fait un pharmacien et plusieurs langues l'ont comme le terme dominant, bien que leurs pratiques soient plus semblables à une pharmacie moderne, dans l'anglais le pharmacien de terme serait aujourd'hui vu comme démodé ou seulement approproriate si les remèdes faits avec des herbes étaient en vente dans une large mesure."
131,Pharmacy,1,Le pharmas a aussi utilisé beaucoup d'autres herbes non énumérées.
132,Pharmacy,1,"Le mot grec Pharmakeia (le grec : αρμακεία) provient de pharmakon (φάρμακον), en signifiant « le médicament », « la médecine » (ou « le poison »)."
133,Immune_system,1,Le système immun est un système de beaucoup de structures biologiques et de processus dans un organisme qui protège contre la maladie.
134,Immune_system,1,"Pour fonctionner correctement, un système immun doit découvrir une large variété d'agents, connus comme pathogens, des virus aux vers parasites et les distinguer du propre tissu en bonne santé de l'organisme."
135,Immune_system,1,"Dans beaucoup d'espèces, le système immun peut être classifié dans les sous-systèmes, comme le système immun inné contre le système immun adaptable, ou l'immunité humoral contre l'immunité arbitrée de cellule."
136,Immune_system,1,"Dans les humains, la barrière du cerveau de sang, la barrière de liquide de sang-cerebrospinal et les barrières du-cerveau-liquides semblables séparent le système immun périphérique du système neuroimmune qui protège le cerveau."
137,Civil_disobedience,1,Une de ses premières implémentations massives a été provoquée par les Égyptiens contre l'occupation britannique dans la Révolution 1919.
138,Civil_disobedience,1,La désobéissance civile est une des nombreuses façons que les gens se sont révoltés contre qu'ils jugent pour être des lois injustes.
139,Civil_disobedience,1,"Il a été utilisé dans beaucoup de mouvements de résistance nonviolents en Inde (les campagnes de Gandhi pour l'indépendance de l'Empire britannique), dans la Révolution de Velours de la Tchécoslovaquie et en Allemagne de l'Est pour évincer leurs gouvernements communistes, dans Afrique du Sud dans la lutte contre l'apartheid, dans le Mouvement pour les droits civils américain, dans la Révolution Chantante pour apporter l'indépendance aux pays Baltes de l'Union soviétique, récemment avec le 2003 est Monté la Révolution à Géorgie et la Révolution Orange 2004 en Ukraine, parmi d'autres mouvements différents dans le monde entier."
140,Construction,1,La construction est le processus de construire un bâtiment ou une infrastructure.
141,Construction,1,"La construction diffère de fabriquer dans cette fabrication implique d'une manière caractéristique, la production en série d'articles semblables sans un acheteur désigné, pendant que la construction survient d'une manière caractéristique sur l'endroit pour un client connu."
142,Construction,1,La construction comme une industrie comprend six à neuf pour cent du produit intérieur brut de pays développés.
143,Construction,1,"La construction commence avec la planification, le design et le financement et continue jusqu'à ce que le projet ne soit construit et prêt à l'usage."
144,Private_school,1,"Les écoles privées, également connues sous le nom d'écoles indépendantes, d'écoles non gouvernementales ou non étatiques, ne sont pas administrées par les gouvernements locaux, étatiques ou nationaux."
145,Private_school,1,"Ainsi, ils conservent le droit de choisir leurs étudiants et sont financés en totalité ou en partie en facturant les frais de scolarité de leurs étudiants, plutôt que de se fier à la taxation obligatoire par le biais d'un financement public (gouvernemental)."
146,Private_school,1,"Dans certaines écoles privées, les étudiants peuvent obtenir une bourse d'études, ce qui rend le coût moins élevé, selon le talent de l'étudiant."
147,Private_school,1,"Par exemple bourse de sport, bourse d'art, bourse d'études."
148,Harvard_University,1,"Établie à l'origine par la législature du Massachusetts et peu de temps après nommée pour John Harvard (son premier bienfaiteur), Harvard est la plus ancienne institution d'enseignement supérieur des États-Unis et la Harvard Corporation (anciennement le président société."
149,Harvard_University,1,"Bien qu'il n'ait jamais été officiellement affilié à une dénomination, le premier collège a formé principalement le clergé congrégationaliste et unitaire."
150,Harvard_University,1,"Son programme d’études et son corps d’étudiants ont été progressivement sécularisés au XVIIIe siècle et au XIXe siècle, Harvard était devenu l’établissement culturel central des élites de Boston."
151,Harvard_University,1,"À la suite de la guerre de Sécession, le long mandat du président Charles W. Eliot (1869-1909) a transformé le collège et les écoles professionnelles affiliées en une université de recherche moderne."
152,Harvard_University,1,Harvard était membre fondateur de l'Association of American Universities en 1900.
153,Harvard_University,1,James Bryant Conant a mené l'université à travers la Grande Dépression et la Seconde Guerre mondiale et a commencé à réformer le programme et à libéraliser les admissions après la guerre.
154,Harvard_University,1,Le collège universitaire est devenu mixte après sa fusion avec le Radcliffe College en 1977.
155,"Jacksonville,_Florida",1,"Jacksonville est la plus grande ville de la population des États-Unis, en Floride, et la plus grande ville des États-Unis contigus."
156,"Jacksonville,_Florida",1,"C'est le chef-lieu du comté de Duval, avec lequel le gouvernement de la ville s'est consolidé en 1968."
157,"Jacksonville,_Florida",1,La consolidation a donné à Jacksonville sa grande taille et placé la majeure partie de sa population métropolitaine dans les limites de la ville.
158,"Jacksonville,_Florida",1,"Avec une population estimée à 853,382 habitants en 2014, c'est la ville la plus peuplée proprement dite de la Floride et du sud-est, et la 12e plus peuplée des États-Unis."
159,"Jacksonville,_Florida",1,"Jacksonville est la principale ville de la région métropolitaine de Jacksonville, avec l'OB 1,345,596 en 2010."
160,Economic_inequality,1,Une étude menée par le World Institute for Development Economics indique que les 1% les plus riches d'adultes possèdent à eux seuls 40% des actifs mondiaux en 2000.
161,Economic_inequality,1,Les trois hommes de Rochest dans le monde ont plus de ressources financières ont remporté la compétition Lost 48 Nations.
162,Economic_inequality,1,La richesse des compagnons OP « Les millionnaires de 10 millions de dollars » tombe à l'eau pour 41 milliards de dollars en 2008.
163,Economic_inequality,1,"Un rapport publié par Oxfam en janvier 2014 affirme que les 85 personnes les plus riches du monde représentent 50% de la population mondiale, soit environ 3.5 milliards de personnes."
164,Economic_inequality,1,"Selon une analyse du rapport par le Los Angeles Times, le 1% le plus riche possède 46% de la richesse mondiale."
165,Economic_inequality,1,"Les 85 personnes les plus riches, une petite partie des 1% les plus riches, possèdent environ 0,7% de la richesse de la population humaine, ce qui correspond à la moitié inférieure de la population."
166,Economic_inequality,1,"Plus récemment, en janvier 2015, Oxfam a indiqué que les 1% les plus riches détiendraient plus de la moitié de la richesse mondiale d'ici 2016."
167,Economic_inequality,1,Une étude réalisée en octobre 2014 par le Credit Suisse affirme également que le top 1% détient désormais près de la moitié de la richesse mondiale et que l'accélération des disparités pourrait déclencher une récession.
168,Economic_inequality,1,"En octobre 2015, le Credit Suisse a publié une étude qui montre que l'inégalité mondiale continue d'augmenter et que la moitié de la richesse mondiale se situe désormais en haut du centile supérieur, avec des actifs de plus de 759,900 dollars."
169,Economic_inequality,1,"Un rapport publié en 2016 craint que les glymas d'Ospam n'indiquent que les 62 indices externalisés, de même que les effets pervers d'un clone du chevauchement global."
170,Economic_inequality,1,Les allégations d'Oxfam ont toutefois été remises en question sur la base de la méthodologie utilisée.
171,Economic_inequality,1,"En utilisant la richesse nette (additionnant les actifs et en soustrayant les dettes), le rapport Oxfam, par exemple, constate qu'il y a plus de pauvres aux États-Unis et en Europe occidentale que Chine (en raison d'une plus grande tendance à s'endetter)."
172,Economic_inequality,1,"Anthony Shorrocks, l’auteur principal du rapport du Credit Suisse, qui est l’une des sources des données d’Oxfam, considère que les critiques à propos de la dette constituent un « argument stupide » et un « non-problème . . . une diversion. »"
173,Doctor_Who,1,Doctor Who est un programme britannique de science-fiction genre produit par BBC depuis 1963.
174,Doctor_Who,1,"Le programme dépeint les aventures du Docteur, un extraterrestre humanoïde qui voyage dans le temps et l'espace."
175,Doctor_Who,1,"Il explore l'univers dans son « TARDIS », un vaisseau spatial qui voyage dans le temps."
176,Doctor_Who,1,"Son extérieur apparaît comme une boîte de police britannique bleue, qui était une vue commune en Grande-Bretagne en 1963 lorsque la série a été diffusée pour la première fois."
177,Doctor_Who,1,"Accompagné de compagnons, le Docteur combat divers ennemis tout en travaillant pour sauver les civilisations et aider les personnes dans le besoin."
178,University_of_Chicago,1,L'Université de Chicago est une université de recherche privée à Chicago.
179,University_of_Chicago,1,"L'université, créée en 1890, comprend The College, divers programmes d'études supérieures, des comités interdisciplinaires organisés en quatre divisions de recherche universitaire et sept écoles professionnelles."
180,University_of_Chicago,1,"Au-delà des arts et des sciences, L'Université de Chicago est également réputée pour ses sept écoles professionnelles, notamment la Pritzker School of Medicine, la faculté de commerce Booth de l’Université de Chicago, la faculté de droit, la Harris School of Public Policy. Études, l'École Graham d'études politiques et libérales continues et l'École de théologie."
