sent_index,title,para_idx,source_sentence
15,Computational_complexity_theory,1,計算複雑性理論は、計算問題を固有の難しさに応じて分類し、それらのクラスを互いに関連付けることに焦点を当てた理論計算機科学における計算理論の分野である。
16,Computational_complexity_theory,1,計算問題とは、原則としてコンピュータの解くことのできる問題であると理解され、これはその問題がアルゴリズムのような数学的なステップを機械的に適用していくことにより解決できると示すのと同等である。
17,Teacher,1,教師の役割とは、しばしば正式で継続的であり、学校もしくはそのほかの公式な教育の場所で行われる。
18,Teacher,1,多くの国では、教師を目指す人は、まず大学やカレッジから特定の専門資格や資格を取得する必要がある。
19,Teacher,1,これらの専門的な資格は教育学、教育の科学の研究が含まれている。
20,Teacher,1,教師は、他の専門家のように、資格を得た後に継続して教育を受ける必要がある可能性があり、これは継続的な専門的発達として知られている。
21,Teacher,1,教師は生徒の学習を促進するための授業計画を作成し、カリキュラムと呼ばれる勉強のコースを提供する。
22,Martin_Luther,1,マルティン・ルター（1483年11月10日 - 1546年2月18日）は、ドイツの進学の教授であり、作曲家であり、司祭であり、元修道士であり、プロテスタント宗教改革で影響力の大きい人物である。
23,Martin_Luther,1,ルターは中世カトリック教会の教えと実践を否定した。
24,Martin_Luther,1,彼は罪に対する神の処罰からの自由が金で購入できるという主張に強く異議を唱えた。
25,Martin_Luther,1,彼は1517年の「95条の論題」において、寛容の力と有用性についての学術的な議論を提唱した。
26,Martin_Luther,1,彼はレオ十五世の要請する、すべての著作の撤回を拒否し、1521年にワームの儀式で神聖ローマ皇帝チャールズ皇帝5世に、教皇による破門と、皇帝により無法者との非難を受けた。
27,Southern_California,1,Southern Californiaは、しばしばSoCalと略されるが、一般的にカリフォルニア最南端の10の群で構成された地理的及び文化的地域である。
28,Southern_California,1,この地域は、伝統的に人口統計に基づく「8つの郡」と呼ばれている。
29,Southern_California,1,歴史的政治部門に基づいて、カーンとサンルイスオビスポ郡を含む最も広範な10郡の定義も用いられている。
30,Southern_California,1,Southern Californiaはカリフォルニア州とアメリカ合衆国の主要な経済の中心である。
31,Sky_(United_Kingdom),1,1990年11月、Sky TVとBritish Sky Broadcastingの合併により、BSkyBはイギリス最大のデジタル有料テレビ局になった。
32,Sky_(United_Kingdom),1,Sky ItaliaのBSkyBの2014年の買収および2014年11月の大部分の90.04%はSky Deutschlandに加入しており、持株会社のBritish Sky Broadcasting Group plcはSky plcに社名を変更した。
33,Sky_(United_Kingdom),1,英国の事業もBritish Sky BroadcastingからSky UK Limitedに会社名を変更したが、まだSkyとして取引をしている。
34,Victoria_(Australia),1,ビクトリア州の経済は非常に多様化しており、財政サービス、不動産サービス、健康、教育、卸売業、小売業、接客業、製造業などのサービス部門が雇用の大部分を占める。
35,Victoria_(Australia),1,ビクトリア州の総生産国総生産はオーストラリアで2位にランクされているが、ビクトリア州は限られた採掘活動のため1人当たりGSPが4位にランクされている。
36,Victoria_(Australia),1,文化的には、メルボルンはたくさんの美術館、ギャラリー、劇場があり、また「オーストラリアのスポーツの首都」とも記述される。
37,Victoria_(Australia),1,メルボルンクリケットグラウンドは、オーストラリア最大の競技場であり、1956年の夏季オリンピックと2006年のコモンウェルスゲームスの主催地である。
38,Victoria_(Australia),1,"このグラウンドはオーストラリアのクリケットとオーストラリアルールフットボールの「心の家」とも言われ、オーストラリアフットボールリーグ（AFL）のグランドファイナルが毎年開催されており、通常95,000人以上の群衆が集まる。"
39,Victoria_(Australia),1,ビクトリア州は8つの公立の大学を含み、もっとも古いメルボルン大学は1853年に創設された。
40,Huguenot,1,1562年までにユグノーの数はピークに達し、200万人と推定され、フランスの南部及び中部に主に集まり、フランスカトリック協会の構成員の約8分の1であった。
41,Huguenot,1,ユグノーが影響力を増し、より公然と信仰心を示すにつれ、カトリック教会の敵対心は、自由な政治的譲歩とフランス国王からの寛容の宣言にも関わらず増加した。
42,Huguenot,1,1562年から1598年までに、宗教の戦争として知られる一連の宗教紛争が続いた。
43,Huguenot,1,戦争は最終的にナンテスの勅令により終了し、これはユグノーに実質的な宗教的、政治的軍事的自治権を与えた。
44,Steam_engine,1,蒸気エンジンは、作動流体が燃焼生成物から分離される外部燃焼エンジンである。
45,Steam_engine,1,太陽光、原子力、地熱などの非燃焼熱源が使用される。
46,Steam_engine,1,このプロセスを分析するために使用される理想的な熱力学的サイクルはランキンサイクルと呼ばれる。
47,Steam_engine,1,ランキンサイクルでは、高い圧力で作動するボイラーの中で水は加熱され、蒸気に変換される。
48,Steam_engine,1,ピストンやタービンで膨張させると、機械的な作業が行われる。
49,Steam_engine,1,減圧された蒸気は次いで凝縮され、ボイラーに戻される。
50,Oxygen,1,酸素は原子記号Oと原子番号8をもつ化学元素である。
51,Oxygen,1,酸素は周期表のカルコゲン基の一員であり、ほとんどの元素を含む化合物（特に酸化物）を容易に形成する非常に反応性の高い非金属および酸化剤である。
52,Oxygen,1,酸素は水素とヘリウムに次いで宇宙空間で3番目に豊富な元素である。
53,Oxygen,1,標準的な温度および圧力では、元素の2つの原子が結合して酸素分子を形成し、式O2を有する無色で無臭の二原子気体である。
54,Oxygen,1,酸素分子ガスは地球の大気の20.80%を構成する。
55,Oxygen,1,しかし、大気の酸素レベルを観測すると、化石燃料の燃焼により世界規模で下がっていることが観測できる。
56,Oxygen,1,酸素は、地球の地殻の質量のほぼ半分を占める二酸化ケイ素のような酸化化合物の一部として、地球の地殻で最も豊富に存在する元素です。
57,1973_oil_crisis,1,1973年の石油危機は1973年10月、アラブ石油輸出国機構（OAPEC、OPECとアラブ諸国とエジプト、シリア）が石油禁輸措置の宣言した時に始まった。
58,1973_oil_crisis,1,1974年3月の禁輸の終わりまでに、石油価格は1バレル3ドルから12ドル近くまで上昇し、アメリカの価格は大幅に高かった。
59,1973_oil_crisis,1,この禁輸措置は、世界的な政治や世界経済に短期的かつ長期的な影響を与える石油危機（ショック）を引き起こした。
60,1973_oil_crisis,1,それはのちに「第一次石油危機」と呼ばれ、「第二次石油危機」と命名された1979年の石油危機が続いた。
61,Apollo_program,1,Project Apolloとしても知られているアポロ計画は、米国航空宇宙局（NASA）が実施した第3回米国人宇宙飛行計画であり、1969年から1972年の間に人類による初めての月面着陸を達成した。
62,Apollo_program,1,ドワイト・D・アイゼンハワー政権は、最初のアメリカ人を宇宙空間に入れた1人用ののProject Mercuryに続く3人用の宇宙船として最初に構想された後、アポロは「1960年代末までに月面に人類を着陸させ、地球に無事帰還させる」というジョン・F・ケネディ大統領が1961年5月25日に議会宛に提案した国家目標に従事した。
63,Apollo_program,1,Project Mercuryの後には、2人乗りのProject Gemini（1962-66）が続いた。
64,Apollo_program,1,アポロの最初の有人飛行は1968年だった。
65,European_Union_law,1,EU法は、欧州連合（EU）加盟国の法律に直接的または間接的な影響を及ぼす規則および指令などの条約および法律の体系である。
66,European_Union_law,1,欧州連合法の3つの原則は、第一次法、第二次法および補則法である。
67,European_Union_law,1,第一次法の主な柱は欧州連合の設立をする条約である。
68,European_Union_law,1,第二次法はその条約に基づいた規則及び指令を含んでいる。
69,European_Union_law,1,欧州連合の立法機関は、欧州議会と欧州連合評議会から主に構成されており、条約の下で条約に定められた目的を達成するために第二次法を制定することができる。
70,Amazon_rainforest,1,アマゾン熱帯雨林 (ポルトガル語で Floresta Amazônica もしくはAmazônia、オランダ語でAmazoneregenwoud）は、英語ではAmazoniaまたはAmazon Jungleとしても知られ、南アメリカのアマゾン流域の大部分を覆う湿った広葉樹林である。
71,Amazon_rainforest,1,"この盆地は7,000,000平方キロメートル（2,700,000平方マイル）をカバーしており、その内5,500,000平方キロメートル（2,100,000平方マイル）は熱帯雨林に覆われている。"
72,Amazon_rainforest,1,この地域には、9つの国に属する地域が含まれている。
73,Amazon_rainforest,1,森林の大半はブラジルの60%、ペルーは13%、コロンビアは10%、ベネズエラ、エクアドル、ボリビア、ガイアナ、スリナム、フランスガイアナの少しの熱帯雨林で占められている。
74,Amazon_rainforest,1,4か国の州または部門には、名前に「Amazonas」が含まれている。
75,Amazon_rainforest,1,"アマゾンは地球の熱帯雨林の半分以上を占めており、世界最大で生態学的に多様な熱帯雨林で構成されており、16,000種類の樹木がある。"
76,Ctenophora,1,有櫛動物（Ctenophora）は、世界中の海域に住む動物の分類群であり、ギリシャ語のκτείςのkteis「櫛」とφέρωpherō「キャリー」から、一般的に櫛ゼリーとして知られている。
77,Ctenophora,1,彼らの最も特徴的な機能は、泳ぐために使用される繊毛のまとまりである「櫛」であり、繊毛で泳ぐ最大の動物である。
78,Ctenophora,1,様々な種の成体は、数ミリメートルから1.5メートル（4フィート11インチ）の範囲である。
79,Ctenophora,1,刺胞動物のように、彼らの体はゼリーの塊で構成されており、外側には1つの細胞層ともう一つの内部空胞がある。
80,Ctenophora,1,有櫛動物においてはこれらの層は深い2つの細胞であるが、一方で刺胞動物には細胞層が1つしかない。
81,Ctenophora,1,消化と呼吸の両方のために体腔を通る水の流れに依存していることから、有櫛動物と刺胞動物を腔腸動物という一つの動物門にまとめることもある。
82,Ctenophora,1,この違いの意識が高まったことにより、最近の著者はそれらを別の門として分類するよう説得された。
83,"Fresno,_California",1,Fresno郡の郡庁所在地であるFresno（/frɛznoʊ/ FREZ-noh）は、米国カリフォルニア州の都市である。
84,"Fresno,_California",1,"2015年現在、この都市の人口は520,159人であり、カリフォルニア州で5番目の都市で、カリフォルニア州で最大の内陸都市であり、全米で34番目に大きい都市となっている。"
85,"Fresno,_California",1,FresnoはSan Joaquin Valleyの中心であり、San Joaquin Valleyに含まれるCentral Valleyにおける最大の都市である。
86,"Fresno,_California",1,それはロサンゼルスの北西へ200マイル（350キロ）、州都であるSacramentoの南へ170マイル(270キロ)、San Franciscoの南へ185マイル(300キロメートル)に位置している。
87,"Fresno,_California",1,Fresnoという名前はスペイン語の「灰の木」に由来し、市の旗には灰の木の葉が掲載されている。
88,Packet_switching,1,1950年代の後半から、アメリカの計算機科学者 Paul Baranは、アメリカ国防省から資金援助を受け、RAND Corporationの研究プログラムの一環として、電気通信メッセージのfault-tolerantで効率的なルーティング方法を供給するという目的のもと、Distributed Adaptive Block Switchingの概念を発明した。
89,Packet_switching,1,この概念は、Bell Systemにおける電気通信の発展によって主に強化された、ネットワーク帯域幅の事前割り振りのこれまでに確立された原理と相反し矛盾した。
90,Packet_switching,1,新しい概念は、1960年代後半に国立物理研究所（NPL）でDonald Daviesが独立して作業するまで、ネットワーク・インプリメンターの間でほとんど共感されなかった。
91,Packet_switching,1,Daviesは、modern name packet switchingと、米国の初期ARPANETにおけるコンセプトの導入を含む、10年後のヨーロッパにおける多数のパケット交換ネットワークを信じている。
92,Black_Death,1,黒死病は中央アジアの乾燥平原に起源があると考えられており、そこでそれはシルクロードを通って旅をし、1343年にCrimeaに到達した。
93,Black_Death,1,そこから、商業船によく乗船していたネズミに生息していた東洋ネズミノミによって運ばれた可能性が最も高かった。
94,Black_Death,1,地中海とヨーロッパ全体に広がり、黒死病はヨーロッパの全人口の30から60%を殺したと推定されている。
95,Black_Death,1,"合計で、その疫病は14世紀に世界人口を推定4億5,000万人から3億3500万から375万人に減少させた。"
96,Black_Death,1,全体として世界人口は疫病以前の水準に17世紀まで回復しなかった。
97,Black_Death,1,その疫病は19世紀まで、ヨーロッパで時々発生した。
98,Geology,1,岩石には、火成岩、堆積岩、変成岩の3種類がある。
99,Geology,1,岩石のサイクルは、これら3つのタイプの岩石とマグマとの関係を示す地質学における重要な概念である。
100,Geology,1,岩石が溶融物（マグマまたは溶岩）から結晶となるとき、それは火成岩である。
101,Geology,1,この岩は、風化して侵食され、再び堆積及び石灰化して堆積岩となったり、特徴的な生地を与える岩のミネラル含量を変化させる熱と圧力によって変成岩に変わったりする。
102,Geology,1,その後、堆積岩は熱と圧力によって変成岩に変化し、その後風化、侵食、堆積、石灰化し、最終的には堆積岩となる。
103,Geology,1,堆積岩は再び侵食され、再び堆積され、変成岩はさらに変成作用を受ける可能性がある。
104,Geology,1,3つのタイプの岩石はすべて再び溶融する可能性がある。
105,Geology,1,これが起こると、新たなマグマが形成され、そこから火成岩が再び結晶となる可能性がある。
106,Newcastle_upon_Tyne,1,Newcastleとしてよく知られているNewcastle upon Typeは、北東イングランドのTyne and Wearにある街であり、Edinburghの南に103マイル（166キロ）、 ロンドンから北に277マイル（446キロ）、River Tyneの北岸にあり、北海から8.5マイル（13.7キロ）である。
107,Newcastle_upon_Tyne,1,Newcastleは、北東部とTynesideで最も人口の多い都市であり、イギリスで8番目に人口の多い通勤都市である。
108,Newcastle_upon_Tyne,1,NewcastleはEnglish Core Cities Groupの一員であり、ヨーロッパ圏の都市のEurocities networkの一員である。
109,Newcastle_upon_Tyne,1,Newcastleは1400年までずっと Northumberland郡の一部であり、この時郡となり、その地位は1974年にTyne and Wearの一部になるまでずっと維持された。
110,Newcastle_upon_Tyne,1,Newcastleやその周辺地域出身の人々への愛称と方言はGeordieである。
111,Victoria_and_Albert_Museum,1,"ヴィクトリア・アンド・アルバート博物館（しばしばV&Aと略される）は、ロンドンにある世界最大の装飾品とデザインの美術館であり、4,500,000以上の永久保存のコレクションを保蔵している。"
112,Victoria_and_Albert_Museum,1,それは1852年に創設され、ヴィクトリア女王とアルバート王子に由来している。
113,Victoria_and_Albert_Museum,1,V&AはKensington and Chelsea王族行政区にあるBrompton地区に位置しており、アルバート王子と関連するAlbert Memorialと主要な文化施設があるために、アルバート王子との関連性から「Albertopolis」として知られるようになった地域である。
114,Victoria_and_Albert_Museum,1,これらはNatural History Museumとthe Science Museumとthe Royal Albert Hallを含んでいる。
115,Victoria_and_Albert_Museum,1,その美術館はデジタル・文化・メディア・スポーツ省が後援する非営利団体である。
116,Victoria_and_Albert_Museum,1,他の国立の英国の美術館と同様に、その美術館の入館は2001年より無料となった。
117,American_Broadcasting_Company,1,アメリカン・ブロードキャスティング・カンパニーは、1957年にabcとしてロゴ入りし、ウォルト・ディズニー・カンパニーのメディア・ネットワーク部門の子会社のディズニーABCテレビジョングループが所有するアメリカの商業放送テレビネットワークである。
118,American_Broadcasting_Company,1,そのネットワークはBig Three Television Networkの一員である。
119,American_Broadcasting_Company,1,その本社はマンハッタンのColumbus Avenue and West 66th Streetにあり、 ニューヨーク、ロサンゼルスとカリフォルニアのBurbankに追加的な主要オフィスと製造設備がある。
120,Genghis_Khan,1,彼は北東アジアの遊牧民の多くを結集して権力を握った。
121,Genghis_Khan,1,モンゴル帝国を創設し、「ジンギスカン」と呼ばれた後、彼はモンゴルの侵略を開始し、結果としてユーラシアの大部分を征服した。
122,Genghis_Khan,1,"これらには、Qara Khitai, Caucasus, Khwarezmid Empire, Western Xia, Jin王朝の襲撃や侵攻が含まれていた。"
123,Genghis_Khan,1,これらのキャンペーンは、特にKhwarezmianとXiaの征服地域で、しばしば民間人の大規模な虐殺を伴った。
124,Genghis_Khan,1,彼の生涯の終わりまで、モンゴル帝国は中央アジア及び中国のかなりの部分を占領していた。
125,Pharmacy,1,薬局という言葉は15世紀から17世紀から使われていた言葉であるpharmaという単語に由来している。
126,Pharmacy,1,しかし、もともとのギリシャ語の語源は魔術や毒薬とさえも暗示するpharmakosから由来している。
127,Pharmacy,1,医薬品の責任に加えて、pharmaは、一般的な医学的アドバイスと、現在は外科手術や助産術などの他の専門医によってのみ実施される一連のサービスを提供していました。
128,Pharmacy,1,pharmaは、タバコおよび特許医薬品を販売している小売店を通じて運営されていた。
129,Pharmacy,1,これを行う場所はapothecaryと呼ばれ、いくつかの言語ではこれを支配的な用語として持つが、それらの実用はより現代の薬局に似ており、英語ではapothecaryという用語は今日では時代遅れか、薬草的療法が大いに提供される場合にのみ適切であるとされる。
130,Pharmacy,1,pharmaはリスト化されていないその他多くの薬草を使用していた。
131,Pharmacy,1,ギリシャ語のPharmakeia （ギリシャ語でφαρμακεία）はpharmakon （φάρμακον）から由来しており、「drug」や「medicine」、もしくは「poison」を意味している。
132,Immune_system,1,免疫系は、病気から守る生体内の多くの生物学的構造およびプロセスの系である。
133,Immune_system,1,適切に機能するために、免疫系は、ウイルスから寄生虫への病原体として知られている多種多様な動作主体を検出し、それを生物自身の健康な組織と区別する必要がある。
134,Immune_system,1,多くの種において、免疫系は、自然免疫系対適応免疫系、または体液性免疫対細胞性免疫のような下位組織に分類することができる。
135,Immune_system,1,ヒトでは、血液脳関門、血液脳脊髄液関門および同様の液脳関門が末梢免疫系を、脳を保護する神経免疫系から分離する。
136,Civil_disobedience,1,最初の大規模な例の1つは英国の占領に反対するエジプト人により、1919年の革命においてもたらされた。
137,Civil_disobedience,1,民間の不服従とは、不公平な法であると人々が判断したものに対して反乱する多くの方法のうちの一つである。
138,Civil_disobedience,1,それはインドの多くの非暴力抵抗運動（ガンジーの大英帝国からの独立運動）、チェコスロバキアのベルベット革命もしくは東ドイツの共産主義政府を撤廃するために、また南アフリカではアパルトヘイトとの戦いで、アメリカの公民権運動、ソ連からバルト諸国への独立をもたらす歌唱革命の動き、最近ではジョージア州の2003年ローズ革命とウクライナの2004年オレンジ革命など、世界中のさまざまな動きの中で用いられた。
139,Construction,1,建設とは建物やインフラを建造する過程である。
140,Construction,1,建設は、製造が典型的には指定された購入者のない類似の品目の大量生産を含む一方、建築は典型的には既知のクライアントのための場所で構築が行われるという点で、製造とは異なる。
141,Construction,1,建設業は先進国の国内総生産の6から9%を構成する産業である。
142,Construction,1,建設は計画、設計、資金調達から始まり、プロジェクトが建設されて使用できる状態になるまで続く。
143,Private_school,1,私立学校は、独立学校または民間の学校とも呼ばれ、地方、州または国の政府によって管理されない。
144,Private_school,1,したがって、彼らは学生を選択する権利を保持し、公的（政府）の資金調達による強制課税に頼るのではなく、学生の授業料を請求することによって全体的または部分的に資金提供される。
145,Private_school,1,いくつかの私立学校では、生徒は奨学金を獲得することができ、それは費用を安く抑えるが、学生もつ才能（例えば、スポーツ、アート、学問奨学金）、財政的必要性、税額奨学金に依存する。
146,Harvard_University,1,Massachusetts立法議会がもともと創立し、すぐにJohn Harvard（最初の寄付者）と名付けられたが、Harvardはアメリカ合衆国の最古の高等教育機関であり、 Harvard Corporation (正式にはthe President and Fellows of Harvard College) はその特許会社である。
147,Harvard_University,1,正式にいかなる宗派にも所属していないが、初期のカレッジでは、主にCongregationalistやUnitarian聖職者を訓練した。
148,Harvard_University,1,そのカリキュラムと学生自治会は、18世紀に徐々に世俗化され、19世紀までにHarvardはBostonのエリートの中心的な文化施設として浮上した。
149,Harvard_University,1,American Civil Warの後、Charles W. Eliot 大統領の長期の在任期間 (1869–1909) はこのカレッジや関連する職業訓練学校を近代的な研究大学に変えた。
150,Harvard_University,1,Harvardはthe Association of American Universitiesの1900年の創立メンバーである。
151,Harvard_University,1,James Bryant Conantは大恐慌と第二次世界大戦を通してHarvardを率い、戦後、カリキュラムを改変し入学を自由化した。
152,Harvard_University,1,学部カレッジは1977年にRadcliffe Collegeと合併したのち、男女共学となった。
153,"Jacksonville,_Florida",1,Jacksonvilleは人口ではフロリダ州において最大の都市であり、面積ではアメリカ合衆国本土で最大の都市である。
154,"Jacksonville,_Florida",1,それはDuval郡の郡庁所在地で、それは1869年に市政府が統合した。
155,"Jacksonville,_Florida",1,統合はJacksonvilleの規模を大きくし、首都圏の人口のほとんどを都市圏内に配置した。
156,"Jacksonville,_Florida",1,"2014年の推定人口は853,382であり、フロリダ州と南東部で最も人口の多い都市であり、米国では12番目に人口が多い都市である。"
157,"Jacksonville,_Florida",1,"Jacksonvilleは2010年に1,345,596人の人口を抱える、Jacksonville首都圏の主要都市である。"
158,Economic_inequality,1,国連大学にある開発経済研究のための世界機関の調査によると、2000年には人口の1%だけが世界の資産の40%を所有していたという。
159,Economic_inequality,1,世界で最も富裕な3人は、最低48カ国を合わせたものよりも多くの金融資産を保有している。
160,Economic_inequality,1,2008年には、「1000万ドルの億万長者」の富がほぼ41兆ドルに増加した。
161,Economic_inequality,1,Oxfamの2014年1月のレポートによると、世界の富裕層の85人は、世界人口の下位50%、つまり約35億人を合わせたのと等しい富を持つ。
162,Economic_inequality,1,Los Angeles Timesの報告分析によると、富裕層1%は世界の富の46%を所有している。
163,Economic_inequality,1,最も富裕層の85人は、最も富裕な1%の小さな割合であり、世界人口の富の約0.7%を所有しており、これは世界人口の下半分と同じである。
164,Economic_inequality,1,最近では、2015年1月に、Oxfamは、富裕層の1%が2016年までに世界の富の半分以上を所有すると報告した。
165,Economic_inequality,1,Credit Suisseによる2014年10月の調査によると、トップ1%は今や世界の富の約半分を所有しており、加速する富の格差が景気後退を引き起こす可能性があると主張する。
166,Economic_inequality,1,"2015年10月に、Credit Suisseは、世界的な不平等が増加し続けており、世界の富の半分は今や資産が759,900ドルを超える上位1%の人々の手に渡っているという報告を発表した。"
167,Economic_inequality,1,Oxfamによる2016年の報告書は、最も富裕な62人が世界全体の人口の半分ほどの富を持っていると主張した。
168,Economic_inequality,1,しかしOxfamの主張は、使用された方法論に基づいて疑問が呈されている。例えば、Oxfamの報告書は、純財産（資産を積み重ね、債務を減じる）に基づいてアメリカや西ヨーロッパには中国よりも貧しい人々が多い （債務を負担する傾向が強いため）と報告している。
169,Economic_inequality,1,Oxfamのデータの源泉の1つであるCredit Suisse報告書の主席著者であるAnthony Shorrocksは、債務に関する批判は「馬鹿げた議論」であり、「問題ではない...転用である」と考えている。
170,Doctor_Who,1,Doctor Whoは1963年からBBCによって制作された、英国のSF (science fiction）ジャンルのテレビ番組である。
171,Doctor_Who,1,この番組は時空を超えて旅をする人類に似た宇宙人であるDoctor Time Lordの冒険を描いている。
172,Doctor_Who,1,彼は時間旅行宇宙船である「TARDIS」に乗って宇宙を探検する。
173,Doctor_Who,1,その外装は青い英国の交番として現れ、それは1963年に英国で最初に放映された時は一般的な光景であった。
174,Doctor_Who,1,Doctorは文明を救い、困っている人を助けながら、様々な敵と戦う。
175,University_of_Chicago,1,シカゴ大学はシカゴにある私立研究大学である。
176,University_of_Chicago,1,シカゴ大学は1890年に設立され、The College、様々な大学院プログラム、4つの学術研究部門と7つの専門学校で組織された学際的委員会で構成されている。
177,University_of_Chicago,1,"人文科学以外にも、シカゴ大学は7つの職業学校 (Pritzker School of Medicine, the University of Chicago Booth School of Business, the Law School, the School of Social Service Administration, the Harris School of Public Policy Studies, the Graham School of Continuing Liberal及びProfessional Studies and the Divinity School) で知られている。"
178,University_of_Chicago,1,"その大学には、The Collegeに現在約5,000人の学生が在籍しており、全体で約15,000人の学生が入学している。"
179,Yuan_dynasty,1,The Yuan dynasty (中国語: 元朝; 拼音: Yuán Cháo) は正式にはthe Great Yuan (中国語: 大元; 拼音: Dà Yuán; モンゴル語: Yehe Yuan Ulus[a])であり、モンゴルのBorjigin族のリーダーであるKublai Khanにより設立された中国の帝国または支配王朝であった。
180,Yuan_dynasty,1,モンゴル人は今日の北中国を含む領土を何十年も支配したが、Kublai Khanが正式に中国の伝統的な形式で王朝を宣言したのは1271年が初めてだった。
181,Yuan_dynasty,1,彼の領地は、この時点までは、そのほかのkhanatesから孤立し、現在の中国や現在のモンゴルや韓国を含む周辺地域のほとんどを支配した。
182,Yuan_dynasty,1,それは中国全土を統治する初めての外国人王朝であり、1368年まで継続した。その後、Genghisid統治官がモンゴルの故郷に戻り、北Yuan王朝を支配し続けた。
183,Yuan_dynasty,1,The Yuan dynastyのモンゴル皇帝には、中国語を習得するものもいたが、一方でその他は彼らの母国語（例えばモンゴル語）と Phags-pa scriptのみを用いた。
184,Kenya,1,ケニアは正式にはケニア共和国であり、アフリカに位置しており、the East African Community (EAC) の創設メンバーである。
185,Kenya,1,その首都かつ最大の都市はナイロビである。
186,Kenya,1,ケニアの領土は赤道に位置しており、Lake VictoriaからLake Turkana（かつてはLake Rudolfと呼ばれていた）まで、そしてさらに南東のインド洋まで広がる多様で広大な地形をカバーする、the East African Riftを覆っている。
187,Kenya,1,南にタンザニア、西にウガンダ、北西に南スーダン、北にエチオピア、北東にソマリアに面している。
188,Kenya,1,"ケニアは581,309平方キロメートル (224,445平方マイル）をカバーし、2014年6月時点で約4,500万人の人口を有している。"
189,Intergovernmental_Panel_on_Climate_Change,1,The Intergovernmental Panel on Climate Change (IPCC) は、加盟国の要請により設立された、国連の後援を受けている、国連の科学的な政府間機関である。
190,Intergovernmental_Panel_on_Climate_Change,1,それは1988年にthe World Meteorological Organization (WMO) と the United Nations Environment Programme (UNEP)という2つの国連機関によって初めて設立され、後に決議 43/53により国連総会で承認された。
191,Intergovernmental_Panel_on_Climate_Change,1,IPCCのメンバーシップは、WMOとUNEPのすべてのメンバーに開放されている。
192,Intergovernmental_Panel_on_Climate_Change,1,IPCCは、気候変動に関する主要な国際条約である、the United Nations Framework Convention on Climate Change (UNFCCC) を支援する報告書を作成している。
193,Intergovernmental_Panel_on_Climate_Change,1,UNFCCCの究極の目的は、「人為的な（すなわち人間による）危険な気候システムへの干渉を防止するレベルで、大気中の温室効果ガス濃度を安定させること」である。
194,Intergovernmental_Panel_on_Climate_Change,1,IPCCの報告書は、「人為的な気候変動のリスクの科学的根拠、その潜在的な影響、適応と緩和の選択肢の理解に関連する科学的、技術的、社会経済的情報」をカバーしている。
195,Chloroplast,1,葉緑体の主要な役割は、光合成色素クロロフィルが太陽光からエネルギーを取り込んでそれを変換し、エネルギー蓄積分子ATPおよびNADPHに貯蔵し、酸素を水から解放する光合成を行うことである。
196,Chloroplast,1,それからカルビン回路として知られるプロセスで二酸化炭素から有機分子を作るためにATPとNADPHを使用する。
197,Chloroplast,1,葉緑体は、植物における脂肪酸合成、多くのアミノ酸合成、および免疫応答を含む多くの他の機能を実行する。
